时间戳记,1. Gender,2. University location,3. University full name,4. Year of study at university,5. Are you in the first or last year of your program?,6. Major,7. Origin,8. Sheltering place during covid-19,"9. How strictly have you been observing the directives of ""quarantine"", ""confinement"", ""shelter-in-place"" and/or ""social distancing""  in your country? ","10. Have you experienced any recent dramatic or significant change in your life (loss or departure of a close friend or relative, you or a relative getting gravely sick, being in close contact with a Covid-infected person, financial difficulties, etc.)?","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Day time availability to follow classes]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Efficiency of learning or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Time devoted to studying or working]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Accessibility to internet]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Grades or marks]","11. How has your [...option...] changed during the ""quarantine"" period as compared to ""normal time""? [Availability of essential study resources (computer, lab, etc.)]","12. Select the four best means of sustaining or improving ACADEMIC PERFORMANCE that you find effective during ""quarantine"":","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Living conditions (including lodging and sharing housing)]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Remote interactions with friends or family]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Family atmosphere]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Relationship with friends]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Meeting new people]","13. How has your  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Professional interactions (students/teachers/collaborators)]","14. Select the four best means of sustaining or improving SOCIAL INTERACTIONS that you find effective during ""quanrantine"":","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality and availability of medical services]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your level of fatigue, pain, or headache]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your sleep condition]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of physically exercise]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your use of alcohol / tobacco / drugs]","15. How has  [...option...] changed during the ""quarantine"" period compared to ""normal time""? [Your quality/quantity of food, your digestion, appetite, and/or weight ]","16. Select the four best means of sustaining or improving PHYSICAL HEALTH and FITNESS that you find effective during ""quarantine"":","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Anxiety]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Sadness]","17. How have your feelings of  [...option...] changed during the ""qurantine"" period as compared to ""normal time""? Better means more happiness and satisfaction. [Loneliness ]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Self-confidence]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Serenity]","17bis. How have your feelings of  [...option...] changed during ""quarantine"" as compared to ""normal time""? Better means more happiness and satisfaction. [Motivation]","18. Select the four best means of sustaining or improving HAPPINESS and SATISFACTION that you find effective during ""quarantine"":","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Academic Performances]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Physical Health and Fitness]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Happiness and Satisfaction]","19. How does your [...option...] during the ""quarantine"" period compare to ""normal times""? [Social Interactions]","20. How do you rate overall the experience of ""quarantine"" and ""social distancing""?","21. Do you believe that a ""quarantine"" period is effective to contain the spread of coronavirus?","22. What did you miss most during the ""quarantine"" period?","By submitting your responses, you consent that your data will be used for research purposes"
2020-6-15 下午06:59:28,Female,France,Paris-Saclay,7th,"No, I am in the middle of the program","Computer Science, computer engineering",Same country as university,Primary residence or your family place (if different from your university lodging),2,NO,Neutral,Worse,Worse,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Meeting one-on-one with instructors, Taking regularly little breaks/pauses/naps",Neutral,Worse,Neutral,Neutral,Worse,Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Playing music together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Better,Worse,Neutral,Worse,"Eating well, Sleeping well, Physically exercising, Going out in the sun",Neutral,Neutral,Neutral,Neutral,Neutral,Worse,"Finishing to a lesson or do homework, Physically exercising, Watching videos or television, reading, or listening to music, Doing arts and crafts or playing an instrument",Worse,Worse,Neutral,Worse,4,4,Voir des gens,I agree.
2020-6-15 下午07:01:37,Female,France,Paris-Saclay,2nd,"Yes, I am  in the last year of my program","Computer Science, computer engineering",Same country as university,Other,5,NO,Much Better,Much Worse,Much Worse,Worse,Neutral,Worse,"Attending class regularly, Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Meeting one-on-one with instructors",Worse,Much Worse,Worse,Much Worse,Much Worse,Much Worse,"Having regular video-conference meetings, Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely)",Neutral,Much Worse,Much Worse,Worse,Neutral,Much Worse,"Eating well, Sleeping well, Physically exercising, Going out in the sun",Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,Much Worse,"Learning something new, Physically exercising, Watching videos or television, reading, or listening to music, Doing housekeeping",Worse,Worse,Much Worse,Much Worse,3,1,My boyfriend. ,I agree.
2020-6-15 下午07:03:01,Male,France,Paris-Saclay,5th,"Yes, I am  in the last year of my program","Computer Science, computer engineering",Same country as university,University lodging or temporary lodging near the university,2,NO,Neutral,Worse,Neutral,Neutral,Neutral,Neutral,"Getting fast and reliable internet connection, Communicating online with other students during classes, Alternating studying and doing physical exercise, Listening to music while working",Neutral,Neutral,Worse,Better,Much Worse,Neutral,"Checking on friends and family regularly, Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Worse,Worse,Worse,Much Worse,Neutral,Worse,"Eating well, Going out in the sun, Taking showers or baths, Drinking water regularly",Worse,Worse,Much Worse,Worse,Worse,Worse,"Learning something new, Watching videos or television, reading, or listening to music, Cooking a nice meal, Doing housekeeping",Neutral,Much Worse,Worse,Worse,3,4,Going out with friends,I agree.
2020-6-15 下午07:03:26,Female,France,Paris-Saclay,8th or more,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Neutral,Worse,Worse,Neutral,NA,Neutral,"Using on-line resources (videos, course, blogs) from outside the university, Meeting one-on-one with instructors, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Better,Neutral,Much Better,Better,Neutral,Neutral,"Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Much Better,Much Better,Better,Much Better,Neutral,Neutral,"Sleeping well, Physically exercising, Going out in the sun, Taking regular breaks/naps",Worse,Neutral,Neutral,Neutral,Worse,Worse,"Chatting, video-conferencing, or talking with friends or family, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Physically exercising, Cooking a nice meal",Neutral,Much Better,Much Better,Much Better,5,5,hug my grandparents,I agree.
2020-6-15 下午07:04:26,Male,France,Paris-Saclay,3rd,"Yes, I am in the first year of my program",Math and statistics,Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Neutral,Better,Neutral,Neutral,NA,Neutral,"Attending class regularly, Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university, Communicating online with other students during classes",Neutral,Neutral,Neutral,Neutral,Much Worse,Neutral,"Having regular video-conference meetings, Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Better,Better,Neutral,NA,Neutral,"Eating well, Sleeping well, Going out in the sun, Drinking water regularly",Neutral,Neutral,Neutral,Neutral,Better,Neutral,"Learning something new, Chatting, video-conferencing, or talking with friends or family, Doing arts and crafts or playing an instrument, Doing housekeeping",Neutral,Neutral,Neutral,Neutral,4,5,Meeting friends,I agree.
2020-6-15 下午07:04:44,Female,France,Paris-Saclay,5th,"Yes, I am in the first year of my program","Medical, pharma, biomedical, veterinary, dental",Other,Primary residence or your family place (if different from your university lodging),5,NO,Better,Better,Better,Better,Better,Better,"Doing homework regularly, Alternating studying and doing physical exercise, Listening to music while working, Taking regularly little breaks/pauses/naps",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Joining on-line clubs, forums, or dating services, Checking on friends and family regularly, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely)",Neutral,Neutral,Much Better,Much Better,Neutral,Much Better,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Neutral,Neutral,Neutral,Much Better,Much Better,Much Better,"Finishing to a lesson or do homework, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Doing housekeeping",Much Better,Much Better,Neutral,Neutral,5,5,Dressing well ,I agree.
2020-6-15 下午07:05:47,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program",Other sciences,Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Much Better,Better,Better,Neutral,Much Better,Much Better,"Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Better,Neutral,Neutral,Neutral,Much Worse,Better,"Checking on friends and family regularly, Taking care of pets or plants, Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely)",Better,Neutral,Much Better,NA,NA,Much Better,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Neutral,Neutral,Better,Neutral,Better,Better,"Chatting, video-conferencing, or talking with friends or family, Having a body-mind or spiritual practice (yoga, meditation, prayer, etc.), Physically exercising, Cooking a nice meal",Much Better,Much Better,Neutral,Better,4,5,Friends,I agree.
2020-6-15 下午07:06:23,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,"YES, but due to other reasons",Better,Much Worse,Worse,Better,Much Worse,Neutral,"Attending class regularly, Getting fast and reliable internet connection, Doing homework regularly, Using on-line resources (videos, course, blogs) from outside the university",Neutral,Neutral,Worse,Neutral,Much Worse,Worse,"Checking on friends and family regularly, Taking care of pets or plants, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Worse,Much Worse,Much Worse,Much Better,Neutral,"Eating well, Sleeping well, Physically exercising, Drinking water regularly",Worse,Neutral,Neutral,Worse,Worse,Worse,"Finishing to a lesson or do homework, Chatting, video-conferencing, or talking with friends or family, Cooking a nice meal, Doing housekeeping",Much Worse,Worse,Neutral,Neutral,4,5,Being alone in my studio.,I agree.
2020-6-15 下午07:06:52,Female,France,Paris-Saclay,1st,"Yes, I am in the first year of my program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,Neutral,Neutral,Neutral,Neutral,Neutral,Better,"Attending class regularly, Doing homework regularly, Doing homework together with other students, Alternating studying and doing physical exercise",Neutral,Neutral,Neutral,Neutral,Worse,Worse,"Checking on friends and family regularly, Cooking and/or eating together (potentially remotely), Playing music together (potentially remotely), Playing games with friends or family (potentially remotely)",Neutral,Neutral,Worse,Better,Neutral,Better,"Eating well, Sleeping well, Physically exercising, Going out in the sun",Neutral,Neutral,Neutral,Better,Neutral,Neutral,"Finishing to a lesson or do homework, Doing arts and crafts or playing an instrument, Getting clean and dressing well, Cooking a nice meal",Neutral,Better,Better,Worse,3,5,"Meeting people, go outside, seeing my friends and family in real life",I agree.
2020-6-15 下午07:08:44,Male,France,Paris-Saclay,1st,"Yes, I am in the first year of my program",Other sciences,Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,Much Better,Neutral,Better,Better,Neutral,Neutral,"Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Communicating online with other students during classes, Taking regularly little breaks/pauses/naps",Neutral,Neutral,Better,Neutral,Much Worse,Worse,"Physically exercising together (potentially remotely), Cooking and/or eating together (potentially remotely), Playing music together (potentially remotely), Playing games with friends or family (potentially remotely)",Worse,Worse,Worse,Neutral,Better,Neutral,"Eating well, Physically exercising, Breathing well, Taking regular breaks/naps",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Finishing to a lesson or do homework, Chatting, video-conferencing, or talking with friends or family, Physically exercising, Watching videos or television, reading, or listening to music",Neutral,Worse,Better,Worse,4,5,Metting with friends ,I agree.
2020-6-15 下午07:09:23,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program",Other sciences,Same country as university,Primary residence or your family place (if different from your university lodging),4,NO,Better,Neutral,Much Worse,Neutral,Better,Better,"Attending class regularly, Doing homework together with other students, Alternating studying and doing physical exercise, Taking regularly little breaks/pauses/naps",Neutral,Neutral,Better,Neutral,Much Worse,Neutral,"Taking care of pets or plants, Cooking and/or eating together (potentially remotely), Playing games with friends or family (potentially remotely), A chance to talk to people you didn't used to talk to much anymore",Neutral,Neutral,Much Better,Neutral,Neutral,Neutral,"Eating well, Sleeping well, Going out in the sun, Drinking water regularly",Neutral,Neutral,Neutral,Neutral,Neutral,Better,"Finishing to a lesson or do homework, Physically exercising, Getting clean and dressing well, Cooking a nice meal",Better,Neutral,Neutral,Neutral,3,4,My boyfriend,I agree.
2020-6-15 下午07:09:42,Female,France,Paris-Saclay,2nd,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),5,NO,Worse,Worse,Worse,Neutral,Neutral,Neutral,"Attending class regularly, Communicating online with other students during classes, Doing homework together with other students, Taking regularly little breaks/pauses/naps",Worse,Worse,Neutral,Neutral,Worse,Worse,"Physically exercising together (potentially remotely), Exchanging affection, or physical care (like massages), or having intimate relationships, Cooking and/or eating together (potentially remotely), Taking care of a child or of someone in need (potentially remotely)",Neutral,Worse,Worse,Better,Neutral,Much Worse,"Eating well, Physically exercising, Drinking water regularly, Taking regular breaks/naps",Neutral,Worse,Worse,Neutral,Neutral,Neutral,"Learning something new, Finishing to a lesson or do homework, Watching videos or television, reading, or listening to music, Cooking a nice meal",Better,Worse,Better,Worse,5,5,Cinéma ,I agree.
2020-6-15 下午07:16:43,Female,France,Paris-Saclay,4th,"No, I am in the middle of the program","Experimental sciences (physics, biology, chemistry)",Same country as university,Primary residence or your family place (if different from your university lodging),4,"YES, but due to other reasons",NA,Worse,Much Worse,Neutral,Better,Neutral,"Attending class regularly, Getting fast and reliable internet connection, Using on-line resources (videos, course, blogs) from outside the university, Meeting one-on-one with instructors",Neutral,Worse,Neutral,Neutral,Neutral,Much Worse,"Checking on friends and family regularly, Taking care of pets or plants, Exchanging affection, or physical care (like massages), or having intimate relationships, Playing games with friends or family (potentially remotely)",Neutral,Better,Neutral,Neutral,Neutral,Better,"Eating well, Going out in the sun, Drinking water regularly, Taking regular breaks/naps",Worse,Much Worse,Worse,Worse,Worse,Worse,"Chatting, video-conferencing, or talking with friends or family, Watching videos or television, reading, or listening to music, Cooking a nice meal, Bricoler",Much Worse,Neutral,Worse,Worse,3,4,"Amis, famille, sport",I agree.
